,frame_name,frame_definition,lexical_units_list
370,Descrição_químico-sensorial,"Este frame cobre as descrições de sabores e odores, possuindo um EF principal Fonte_perceptual. O elemento de frame Atributo_sensorial ocorre principalmente com palavras que expressam gosto, sabor, e cheiro.","cheiro.n
cheiroso.a
crocante.a
delicioso.a
doce.a
salgado.a
torrada.a"
371,Desejabilidade,"Um Avaliado é julgado por sua qualidade, ex. O quanto alguém gostaria dele. Em muitos casos, o Avaliado é julgado implicitamente como bom ou ruim relativo a outras instâncias de seu tipo. A desejabilidade do Avaliado é determinada por um ou mais Parâmetros, que são propriedades escalares do Avaliado. A avaliação também pode ser explicitamente relativa a um conjunto de Circunstâncias, uma Conjunto_de_comparação de entidades que pertencem a uma mesma classe do Avaliado, ou Grupo_afetado. O Grau também pode ser expressado.","admirável.a
aprovado.a
arrasar.v
babaca.a
bem-cuidado.a
bem.adv
benigno.a
bobo.a
bom.a
chato.a
chato.n
corrupto.a
daora.a
decente.a
deprimente.a
desagradável.a
desejável.a
deslumbrante.a
despojado.a
despreparado.a
digno.a
disponível.a
doce.a
eclético.a
eficiente.a
elitizado.a
espetacular.a
esplêndido.a
estupendo.a
excelência.n
excelente.a
excepcional.a
execrável.a
extraordinário.a
extremo.a
exuberante.a
fabuloso.a
fantástico.a
favorável.a
fenomenal.a
ferrado.a
formidável.a
horrível.a
idílico.a
imundo.a
incrível.n
indescritível.a
Indistinguível.a
infeliz.a
inferior.a
inútil.a
invasivo.a
irresistível.a
joia.n
julgar.v
justo.a
lamentável.a
leve.a
limpo.a
lixo.n
magnífico.a
maravilha.n
maravilhoso.a
medíocre.a
meia-boca.a
melhor.a
merda.n
metido.a
miserável.a
normal.a
novo.a
ótimo.a
ouro.n
patético.a
perdido.a
perito.a
péssimo.a
pior.a
pobre.a
podre.a
popular.a
porcaria.n
primoroso.a
razoável.a
ruim.a
saudável.a
sensacional.a
simples.a
sofisticado.a
sofrível.a
sujo.a
super.a
supremo.a
surreal.a
terrível.a
tolerável.a
tremendo.a
velho.a
verdadeiramente.adv
verdadeiro.a
violento.a"
372,Desejar,"Um Experienciador deseja que um Evento ocorra. Em alguns casos, o Experienciador é um participante ativo no Evento e, em tais casos, o Evento por si só geralmente não é mencionado, mas, sim, algum Participante_focal, o qual está subordinadamente envolvido no Evento. Geralmente, o uso de uma palavra neste frame implica que o Evento específico não tenha acontecido ainda, mas que o Experienciador acredite que ele poderá acontecer. Algumas vezes o Tempo_do_evento, a Finalidade_do_evento, ou o Local_do_evento são mencionados sem a menção explícita do Evento.","almejar.v
ambição.n
ambicionar.v
ambicioso.a
anseio.n
ânsia.n
ansiar.v
ansioso.a
aspiração.n
aspirar.v
cobiça.n
cobiçar.v
definhar.v
desejado.a
desejar.v
desejo.n
desejoso.a
determinação.n
esperança.n
esperar.v
fenômeno.n
impaciente.a
imperativo.n
impulso.n
interessado.a
luxúria.n
procurar.v
querer.n
querer.v
relutante.a
saudade.n
sede.n
sedento.a
vontade.n"
373,Desembarcar,Um Viajante abandona ou sai de um Veículo.,"desembarcação.n
  desembarcar.v
  desmontar.v
  pousar.v
 "
374,Desencadeamento,"Uma Causa, um evento ou indivíduo, desencadeia um Sistema para operar de acordo com o propósito a que se destina. Esse Sistema geralmente é ou contém um detector ou alarme (como um detector de metais) que sinaliza a presença de outro objeto ou evento. Ele também pode ser ou conter um dispositivo explosivo. O Meio pelo qual a causa ativa o sistema também pode ser especificado.",
375,Deslocamento_intencional,Um Auto_movedor se movee intencionalmente em uma Direção em uma Trajetória em relação ao ponto de referência que não é a Fonte nem o Alvo do movimento geral. A forma ou configuração da Trajetória pode ser expressa por uma Forma_da_trajetória.,"aceder.v
escalar.v
subir.v"
376,Deslocar-se,"Durante sua estada em um Lugar, o Turista frequentemente se desloca de uma região a outra do destino turístico.","botecar.v
passar.v
passear.v
passeio.n"
377,Despedaçar,"Um Todo se quebra em Pedaços, resultando na perda do Todo (e, em muitos dos casos, em nenhum pedaço que tenha uma função separada).","quebrar.v
 "
378,Despir,Um Usuário remove um item de Vestuário de um Local_do_corpo (a parte do corpo em que o Vestuátio comumente usada).,
379,Destacar,"O frame de Destacar abrange duas situações: uma cena em que alguém faz com que uma coisa seja fisicamente separada de outra coisa; ou uma cena em que alguém faz com que duas coisas sejam desconectadas uma da outra. No primeiro, o frame inclui um Agente que destaca um Item de uma Fonte, criando um relacionamento assimétrico entre o Item e a Fonte. No segundo, o Agente anexa dois Itens entre si, onde cada um serve como Fonte em relação ao outro, criando um relacionamento simétrico entre os dois Itens. Em ambos os casos, observe que, após a remoção do conector, os Itens que foram anexados reaparecem como as duas entidades separadas ou potencialmente separadas que estavam por toda a parte.",descolar.v
380,Destino,"Um Estado_de_coisas virá com um Protagonista em algum momento futuro. O Protagonista não é concebido como tendo controle sobre se o Estado_de_coisas será válido: ações ou circunstâncias anteriores obscuramente relacionadas, ou algum poder oculto pode já ter determinado que isso ocorrerá.",
381,Destruir,"Um Destruidor (uma entidade consciente) ou uma Causa (um evento, ou uma entidade envolvida em tal evento) afeta o Paciente negativamente, de forma que o Paciente não mais exista.","destruição.n
 "
382,Deter,Os Autoridades detêm um Suspeito sob suspeita de ter cometido um crime (Acusações). O Local_de_detenção e o período de detenção (Duração) também podem ser especificados.,
383,Detonar_explosivo,Um Agente faz com que um dispositivo Explosivo exploda.,
384,Diferenciação,"As palavras neste frame têm a ver com um Pensador estar ciente (ou não estar ciente) da diferença entre dois Fenômenos, que podem ser expressos em conjunto ou separadamente.","diferente.a
distinção.n
distinguir.v"
385,Dificuldade,"Um Experienciador tem facilidade ou dificuldade ao realizar uma Atividade. A facilidade ou dificuldade associada à Atividade parece, geralmente, estar associada a um participante proeminente. No entanto, nós consideramos que esta impressão é devido à sintaxe e à pragmática das construções,e não empregamos EFs especiais para tais participantes. O Grau de facilidade ou dificuldade é geralmente especificado como um conjunto de Circunstâncias. O Parâmetro pode ser mencionado, indicando como a Atividade é julgada como sendo fácil ou difícil.","complexo.a
crítico.a
difícil.a
dificuldade.n
fácil.a
facilidade.n
facilmente.adv
impenetrável.a
impossível.a
problema.n"
386,Dificultar,"Nesse frame, um Obstáculo torna mais difícil para um Protagonista completar sua Ação pretendida ou um Obstáculo afeta diretamente uma Ação em que a Ação pode ser um ato natural ou as ações de muitas pessoas em um esforço coletivo. Crucialmente, essas unidades lexicais não implicam que o Protagonista foi incapaz de completar a Ação ou que a Ação não ocorreu. O Obstáculo pode indicar uma falta de habilitação ou um impedimento na progressão natural do Protagonista ou da Ação.","atraso.n
demorar.v
dificultar.v"
387,Dimensão,"Este frame diz respeito a palavras que expressam a posição de um Objeto em uma escala, sua Medição, com relação a algum atributo, sua Dimensão. O Lócus, identificando a sub-região do Objeto, onde a Dimensão é medida, também pode ser expressa.","altura.n
  área.n
  comprimento.n
  nível.n
 "
388,Dinamismo,"Um Exercitador, uma Ação ou uma Força física exerce energia em um nível especificado pelo alvo. Esse frame abrange tanto usos em nível individual / estáticos (uma pessoa INTENSA) quanto usos em nível de palco / dinâmicos (uma aparência INTENSA), embora o significado em nível individual pareça mais básico.","dinâmico.a
  intensidade.n
  intenso.a
  preguiçoso.a
  vibrante.a
 "
389,Dinheiro,"O Dinheiro refere-se a um meio usado para trocar mercadorias e serviços. Na maioria dos casos, é emitido pelo governo (seu Criador) na forma de moedas e notas. Quantidades particulares podem ter um Uso designado ou planejado, ou podem ter vindo de alguma Origem.","cartão de crédito.n
  cartão.n
  dinheiro.n
  nota.n
 "
390,Direção,"Uma Trajetória é construída por um conjunto de posições no Domínio de um espaço-N (como padrão espacial, ou metafórico ou outros domínios) é determinada como a função de um Ponto_de_referência (que pode ser incorporado e geralmente implícito) e uma Variável_independente unidimensional (tempo, ou metaforicamente, outros domínios). O Domínio e/ou a Variável_independente são incorporados na definição básica do alvo. Geralmente descrevendo o movimento de algo por um Trajetória do Ponto_de_referência, que implicitamente é definido como uma localização do ponto de vista.","adiante.adv
  alto.a
  alto.adv
  baixo.a
  caminho.n
  cima.adv
  direção.n
  direita.adv
  esquerda.adv
  fora.adv
  leste.adv
  leste.n
  norte.adv
  norte.n
oeste.adv
oeste.n
para cima.adv
para cima.adv
para frente.adv
rumo.n
sul.adv
sul.n"
391,Discussão,"Duas (ou mais) pessoas (os Interlocutores, também codificáveis como Interlocutor_1 e Interlocutor_2) conversam entre si. Nenhuma pessoa é interpretada como apenas um falante ou apenas um destinatário. Pelo contrário, entende-se que ambos (ou todos) os participantes falam e ouvem - o processo é entendido como simétrico ou recíproco. Esse frame é diferente do frame Conversar em que os Interlocutores têm uma questão específica que eles estão tentando decidir ou entender.","conferência.n
convenção.n
conversa.n
debate.n
discurso.n
painel.n
palestra.n
plenária.n
reunião.n
seminário.n"
392,Discutir,Um grupo de Discutidores (também expressáveis como Discutidor_1 e Discutidor_2) expressam opiniões ou crenças incompatíveis sobre um Assunto.,"argumento.n
lutar.v
protesto.n"
393,Dispersão,"Um Agente ou uma Causa dispersam Indivíduos da Fonte, um espaço relativamente confinado, para um Área_alvo, um espaço mais amplo.","difundido.a
  difundir.v
  difuso.a
  dispersão.n
  dispersar.v
  dissolver.v
  distribuição.n
  distribuir.v
  espalhar.v
 "
394,Display_de_Informação,"Um artefato feito por seres humanos, digital ou físico, que é usado para disseminar informações presentes via o objeto.",
395,Dispositivo_explosivo_improvisado,"Um dispositivo explosivo improvisado é uma Bomba ou um dispositivo similar usado em uma guerra não-convencional. Consiste em um material explosivo conectado em um detonador, possivelmente incluindo outros materiais com a intenção de danificar pessoas e propriedades próximas.",
396,Distância,"Como é usual para relações locativas, a localização da Figura é especificada como estando dentro de uma região definida em relação ao Fundo. Neste caso, a região mede para fora do Fundo com uma largura especificada pela Distância.",
397,Distinção,Um Traço de uma Entidade serve para distinguir a Entidade de outros membros de seu tipo que têm um valor diferente para o Traço. Note que a Entidade é frequentemente implícita.,"aparência.n
  aspecto.n
  característico.a
  diferenciar.v
  distinção.n
  garantir.v
  marcado.a
  marcar.v
  ter.v
 "
398,Diversidade,Um Grupo é descrito como sendo membro o qual é similar ou diferente dos outros. O Grau de similaridade pode também ser expressado.,"amplo.a
  diversidade.n
  diversificado.a
  diverso.a
  extensão.n
  heterogeneidade.n
  heterogêneo.a
  homogeneidade.n
  homogêneo.a
  largura.n
  mistura.n
multifacetada.n
multifacetado.a
multiplicidade.n
múltiplo.a
puro.a
sortido.a
sortimento.n
uniforme.a
uniformidade.n
variabilidade.n
variação.n
variado.a
variedade.n
vário.a"
399,Divisão_temporal_do_esporte,Esse frame designa os Tempos em que se divide um esporte.,"acréscimo.n
  assalto.n
  disputa de pênaltis.n
  final.n
  golden score.n
  início.n
  intervalo.n
  prorrogação.n
  quarto.n
  rodada.n
  rotina.n
  round.n
  série.n
  set.n
tempo regulamentar.n
tempo.n
tentativa.n
volta.n"
400,Dizer,"Um Falante endereça a um an Destinatário uma Mensagem, a qual pode ser indiretamente referida a um Tópico.","avisar.v
contar.v
desabafar.v
dizer.v
falar.v
narrar.v"
401,Documentos,As palavras no frame referem-se a qualquer Documento que tenha um status legal. Algum Documento autoriza o portador do Documento a executar um Direito. Outros indicam a Obrigação do Portador. Outros ainda mostram a identidade ou Status do Portador.,"acordo.n
autorização.n
carta.n
comprovante de vacinação.n
concessão.n
confirmação.n
contrato.n
contratual.a
convocação.n
cupom fiscal.n
decisão.n
declaração.n
depoimento.n
descoberta.n
diploma.n
direito.n
documentação.n
documento.n
escritura.n
garantia.n
identificação.n
intimação.n
lei.n
licença.n
nota.n
opinião.n
ordem.n
papéis.n
passaporte.n
permissão.n
sumário.n
testamento.n
testemunho.n
título.n
tratado.n
visto.n"
